ID	Volume	Index chapter	Mapped section	Mapped heading	Official question stem excerpt
OFFICIAL-115-1-L21-Q39	L21	ch08.md	8.1.6	考點補丁：公告試題考過的延伸考點	某 AI 平台工程師正在為多模態模型訓練系統規劃資料儲存架構，需要同時處理 原始影像、非結構化文本，以及經過整理的結構化特徵資料。在此情境下，應如 何選擇資料湖（Data Lake）與資料倉儲（Data Warehouse）的使用方式？
OFFICIAL-114-2-L21-Q13	L21	ch09.md	9.1.8	微服務、容器與 CI/CD	下列何者為 Kubernetes 在 AI 模型部署與運行中的核心功能？
OFFICIAL-114-2-L21-Q15	L21	ch09.md	9.1.4	MLOps：比 DevOps多一條線	在企業導入的 MLOps（Machine Learning Operations）流程中， Model Registry 最常用於哪一個階段？
OFFICIAL-114-2-L21-Q22	L21	ch09.md	9.1.6	兩種漂移必須分清	某電商平台開發的顧客流失預測模型在上線數月後，預測準確率明顯 下降。專案團隊懷疑顧客行為模式改變，導致模型輸入特徵的分佈與 原始訓練資料不同，出現典型的資料漂移（Data Drift）問題。為了 偵測並確認資料分佈是否發生變化，下列哪一種作法最合適？
OFFICIAL-114-2-L21-Q23	L21	ch09.md	9.1.3	四種發布策略	某大型醫院即將部署一套輔助診斷的 AI 系統，為降低對臨床流程的 衝擊，同時確保風險可控與回饋可收斂，應採取何種『漸進式部署』 （Phased Rollout）策略最為合適？
OFFICIAL-114-2-L21-Q29	L21	ch09.md	9.1.8	微服務、容器與 CI/CD	某 AI 開發團隊為提升模型開發效率及品質控制，計畫實施持續整合 （Continuous Integration, CI）流程。下列哪一項做法最符合 CI 的核心實踐，且能有效減少整合風險？
OFFICIAL-114-2-L21-Q31	L21	ch09.md	9.1.9	可擴充與高可用設計：冗餘、容錯切換、負載平衡	某 AI 服務系統每次推論請求需約 1 秒完成，且必須支撐高達 10,000 次請求每秒（RPS）的流量。為確保系統具備高可用性且能穩定應付 流量峰值，下列哪一種架構方案最為合適？
OFFICIAL-114-2-L21-Q32	L21	ch09.md	9.1.5	監控：四層指標	某企業已將 AI 模型部署於生產環境，為確保系統持續穩定運作，並 能提前偵測模型效能可能衰退，技術團隊希望透過監控指標進行預 警。 下列哪一項監控指標最具預測效力，能提早發現模型效能下滑風險？
OFFICIAL-114-2-L21-Q37	L21	ch09.md	9.1.11	考點補丁：推論與訓練的效能最佳化	某公司正在訓練一個大型語音合成模型，開發團隊使用多台 GPU 進行 訓練，但經常出現 GPU 記憶體不足問題。由於模型架構已固定且無 法更換硬體，團隊希望在維持模型效能與收斂品質的前提下，下列哪 一種方法最有效降低單張 GPU 的記憶體壓力？
OFFICIAL-114-2-L21-Q42	L21	ch09.md	9.1.7	重訓觸發策略	若部署一個深度學習模型至金融風控系統，該模型採用鑑別式架構 （如 Transformer Classifier）。然而上線後，模型對新樣本的分類 錯誤率顯著上升，經檢查發現，輸入資料分佈已與原訓練集明顯不 同。針對此情形，下列哪一種應對策略最為適合？ 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】
OFFICIAL-114-2-L21-Q46	L21	ch09.md	9.1.6	兩種漂移必須分清	某企業的 AI 模型已部署於線上服務環境中，用於即時預測顧客流失 機率。近期團隊注意到模型預測準確率逐漸下降，但系統運作正常且 未出現錯誤訊息。經分析發現，近期輸入資料的分布與模型訓練資料 相比出現顯著偏移。若要在 MLOps 流程中主動偵測並預警此類問題， 最應採用下列哪項措施？
OFFICIAL-115-1-L21-Q22	L21	ch09.md	9.1.4	MLOps：比 DevOps多一條線	某金融科技公司計劃建立完整的 AI 開發到維運流程，希望實現「模型訓練→測 試→部署→監控→再訓練」的自動化流程串接，並確保線上模型的版本可追溯。 技術主管建議引入 MLOps 框架。MLOps 在此 AI 開發生命週期中的核心角色為 何？ 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】
OFFICIAL-115-1-L21-Q24	L21	ch09.md	9.1.10	系統測試與驗證、穩定性與可用性	某即時詐欺偵測系統對模型回應時間有嚴格限制，若推論延遲過高將影響交易核 准流程。維運工程師在模型上線前進行延遲測試（Latency Testing）時，主要評估 的目標為何？
OFFICIAL-115-1-L21-Q40	L21	ch09.md	9.1.11	考點補丁：推論與訓練的效能最佳化	某智慧製造公司在產線上部署工業相機進行即時外觀瑕疵檢測，原先將影像傳至 雲端進行 AI 推論，但因網路延遲與連線不穩導致系統無法滿足即時需求（需低 於 200ms） 。工程師因此改為將模型部署於產線端的邊緣裝置後，但仍未達系統需 求。在不更換硬體設備的前提下，下列哪一組技術最能有效降低推論延遲，同時 維持合理準確率？
OFFICIAL-115-1-L21-Q41	L21	ch09.md	9.1.11	考點補丁：推論與訓練的效能最佳化	某 AI 影像辨識平台以單一 GPU 伺服器提供多租戶推論服務，系統長期觀察到 GPU 使用率約維持在 60%左右，且在執行過程中可觀察到 GPU kernel 之間存在 明顯閒置間隔，單次推論多以小批次方式執行。然而，在尖峰時段時，請求延遲 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第一科：人工智慧技術應用與規劃
OFFICIAL-115-1-L21-Q42	L21	ch09.md	9.1.5	監控：四層指標	某保險公司將理賠金額預測模型正式部署上線，MLOps 團隊設計監控機制。三個 月後模型整體均方根誤差（RMSE）無明顯變化，但業務單位反映高額理賠案件 的預測誤差明顯增加。經分析，高額理賠案件僅佔約 5%的樣本比例，且未被監 控機制及時發現。請問最可能的設計缺陷為何？
OFFICIAL-115-1-L21-Q43	L21	ch09.md	9.1.3	四種發布策略	某電商平台的演算法工程師開發了一個新版商品推薦模型，在離線 A/B 測試中， 新模型的各項評估指標（AUC、NDCG@10）均顯著優於現行線上模型。然而， 。在正式 離線測試無法完全反映真實使用者的互動行為（點擊、購買、停留時間） 全面上線前，若希望在可控制風險下量化真實業務指標，應採用下列何種線上驗 證策略？
OFFICIAL-115-1-L21-Q44	L21	ch09.md	9.1.12	考點補丁：推論服務的 API 設計	某 MLOps 工程師正在設計 AI 模型的推論服務 API，需要處理使用者上傳的高解 析度影像（平均 5MB）進行即時分類。在 RESTful API 設計時，選擇 HTTP 請求 方法與資料傳輸格式的最佳實踐為何？
OFFICIAL-115-1-L21-Q45	L21	ch09.md	9.1.10	系統測試與驗證、穩定性與可用性	某 AI 平台整合多個外部 AI 微服務（語音辨識 API、NLP 分析 API、知識圖譜查 ，在高峰期間某外部服務偶發延遲或逾時（Timeout） 詢服務）                         ，導致請求鏈路壅塞， 最終造成平台級服務中斷（Cascading Failure） 。為從架構層面預防此類連鎖故障， 最有效的設計模式為何？
OFFICIAL-115-1-L21-Q47	L21	ch09.md	9.1.3	四種發布策略	某電商平台將新的推薦模型部署至線上系統，為降低風險，團隊採用漸進式部署 ，先將新模型流量從 5%逐步提升至 100%。在部署初期， 策略（Phased Rollout） 團隊發現轉換率（Conversion Rate）略有提升，但在流量提升至 30%時，系統延 遲（Latency）明顯上升，且部分使用者體驗變差。請問在此情境下，最適當的下 一步策略為何？
OFFICIAL-115-1-L21-Q48	L21	ch09.md	9.1.6	兩種漂移必須分清	某銀行的信用卡風控模型已穩定上線一年，主要用於偵測盜刷交易提醒。近期在 未對模型或特徵工程進行調整的情況下，系統觀察到深夜電商交易的核准率明顯 上升，盜刷攔截率下降，但模型 AUC 幾乎維持不變，且交易金額、地區與裝置 等特徵分布未出現明顯變化。進一步分析發現，疫情後使用者行為改變，使原本 被視為高風險的交易型態逐漸轉為一般消費。下列何者最能敘述此現象的原因？
OFFICIAL-115-1-L21-Q49	L21	ch09.md	9.1.5	監控：四層指標	某零售電商平台已建立模型監控儀表板，用於追蹤線上推薦模型的運作狀態與效 能 表 現 。 維 運 工 程 師 需 判 斷 哪 些 指 標 屬 於 「 線 上 持 續 監 控 （ Continuous Monitoring）」的範疇。下列指標中，哪一項最不適合在即時監控系統中追蹤，而 應改由離線實驗追蹤系統管理？
OFFICIAL-114-2-L22-Q01	L22	ch01.md	2.1.2	常態分佈與 Z分數	若某數據點的 Z 分數（Z-Score）= 2，請問代表下列哪一種意涵？
OFFICIAL-114-2-L22-Q02	L22	ch01.md	1.2.1	pandas 摘要統計的回傳型別與缺值	使用 Python 的 pandas 套件處理各商品銷售數據（變數為 df）時，若需 計算「總銷售額」欄位的敘述性統計量（如平均值、標準差等），應使用 下列哪一種語法？
OFFICIAL-114-2-L22-Q03	L22	ch01.md	1.1.1	集中趨勢：三個統計量的選用	附圖為某資料之分佈圖，此圖資料之偏態（Skewness）值較有可能為下列 哪個選項？
OFFICIAL-114-2-L22-Q16	L22	ch01.md	2.1.2	常態分佈與 Z分數	某金融科技公司以 Z 分數（Z-Score）監控交易金額異常狀況。若交易金 額平均為新台幣 2,000 元，標準差為 400 元，某筆交易金額為 3,200 元，且公司以|Z| ≥ 3 判定為異常值（Outlier），下列判斷何者最為正 確？
OFFICIAL-114-2-L22-Q27	L22	ch01.md	6.1.6	考點補丁：近似分位數（串流摘要）	某金融科技公司分析每日上億筆交易資料，以監控客戶轉帳金額分佈與異 常波動。由於資料量極大，為兼顧效率與準確度，團隊決定採用「近似分 位數（Approximate Quantile）」方法進行資料摘要統計。下列何者最能 正確反映該技術的核心目的？ 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】
OFFICIAL-115-1-L22-Q01	L22	ch01.md	1.1.5	考點補丁：從箱型圖形狀判讀分布	工程師使用盒鬚圖（Box Plot）比較三個城市的房價分布，觀察到城市 A 的盒子很短但 鬚很長，城市 B 的盒子很長且對稱，城市 C 的中位數位置明顯偏向盒子下方。依統計 圖形判讀原則，下列敘述何者正確？
OFFICIAL-115-1-L22-Q05	L22	ch01.md	2.1.2	常態分佈與 Z分數	某 AI 團隊在模型上線後，透過監控系統持續追蹤輸入特徵的分布變化，系統使用 Z- score（Z）作為異常判斷依據，並設定當|Z| ≥ 2 時需觸發警示。假設該特徵近似常態分 布，某次監控中發現某特徵值的 Z-score 為-2，請問就實務判讀而言，此數值最可能代 表什麼意義？
OFFICIAL-114-2-L22-Q04	L22	ch02.md	2.1.4	考點補丁：PDF 與 CDF	累積分佈函數（Cumulative Distribution Function, CDF）可用於描述 隨機變數的機率分佈特性，其數學定義為下列何者？
OFFICIAL-114-2-L22-Q15	L22	ch02.md	2.1.1	六種常見分佈的辨識	某家客服中心統計資料發現，平均每小時會接到約 20 通顧客來電，但每 分鐘的來電數量不固定，可能為 0、1、2 通不等。這些來電事件彼此獨 立，且在短時間內，發生的機率與時間長短成正比。若要以機率模型描述 「每分鐘接到幾通來電」的機率分佈，下列哪一種最適合使用？
OFFICIAL-114-2-L22-Q31	L22	ch02.md	2.1.5	考點補丁：二項分佈的常態近似	某電商團隊觀察到，每位顧客對廣告推播的點擊行為可視為一次伯努利試 驗（Bernoulli Trial），單次點擊成功機率為 p=0.4。當推播對象擴增至 5,000 位顧客時，團隊想快速預估「成功點擊總數」的分佈情形，以進行 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第二科：大數據處理分析與應用
OFFICIAL-115-1-L22-Q03	L22	ch02.md	2.1.1	六種常見分佈的辨識	某物流平台要預測「每小時客服來電數量」，資料顯示平均每小時 12 通，且來電事件 彼此獨立，並在固定時間區間內發生率穩定。工程師在選擇機率模型時，應優先考慮哪 個分布？若實際資料的變異數明顯大於平均數，應如何調整？
OFFICIAL-114-2-L22-Q23	L22	ch03.md	3.1.5	考點補丁：單一樣本 t 檢定	某研究團隊以單樣本 t 檢定（one-sample t-test）檢驗「新行銷策略後 的平均月銷售額是否與原本的 100 萬元不同」，顯著水準設定為 α =0.05。檢定結果顯示：p 值=0.08，且 95%信賴區間為 [95 萬元, 108 萬 元]。根據上述結果，下列敘述何者正確？
OFFICIAL-114-2-L22-Q38	L22	ch03.md	3.1.6	考點補丁：Z 檢定與比例檢定	一家製造廠評估新生產線推出後，產品良率是否較原生產線提升。工程師 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第二科：大數據處理分析與應用 考試日期：114 年 11 月 08 日 試題公告日期：114 年 11 月 20 日
OFFICIAL-115-1-L22-Q04	L22	ch03.md	3.1.4	常見檢定的選用	某工程師使用 MLflow 進行實驗追蹤，評估三種不同學習率（0.001、0.01、0.1）對同 一模型在驗證資料集上的損失表現。每種學習率皆以不同隨機種子重複訓練 10 次，形 成三組彼此獨立的樣本資料。經檢查後，這些資料近似常態分布且變異數相近。工程師 希望判斷三組平均損失是否存在顯著差異，同時避免因進行多次兩兩比較而提高第一 類型錯誤率。請問下列何者為最適合採用的統計方法？
OFFICIAL-115-1-L22-Q06	L22	ch03.md	3.1.1	檢定五步驟	在 AI 模型評估的假說檢定框架中，「女士品茶」實驗是理解型一／型二錯誤的經典案 例。實驗中某女士宣稱能分辨 8 杯奶茶中哪 4 杯先加牛奶，若以顯著水準 α=0.05 進行 假說檢定，下列敘述何者不正確？
OFFICIAL-115-1-L22-Q07	L22	ch03.md	3.1.4	常見檢定的選用	某醫療 AI 研究團隊開發了一套個人化用藥劑量推薦系統，並設計實驗評估其效果。研 究團隊招募 40 名高血壓患者，分別在導入 AI 推薦系統前後各測量一次收縮壓，且資 料近似常態分布。研究目標是判斷同一批患者在依據 AI 推薦調整用藥劑量前後，血壓 是否有顯著差異。請問此研究情境應選用哪種統計檢定方法？
OFFICIAL-115-1-L22-Q08	L22	ch03.md	3.1.6	考點補丁：Z 檢定與比例檢定	某咖啡店聲稱其平均外送時間為 36 分鐘，母體標準差為 16 分鐘。顧客保護團體抽樣 9 筆訂單，發現平均外送時間為 40 分鐘。若採用右尾 Z 檢定（H₁: μ > 36），顯著水準 α= 0.05（臨界值 Z₀.₀₅ = 1.645），請問 Z 值與檢定結果為何？（參考公式如下圖）
OFFICIAL-115-1-L22-Q09	L22	ch03.md	3.1.2	兩類錯誤與檢定力	某生技公司正在進行新型 AI 輔助新藥篩選的臨床試驗，並將顯著水準由 α=0.05 降低 至 α=0.01。在新藥療效安全試驗的情境下，此調整對統計檢定的直接影響為何？
OFFICIAL-114-2-L22-Q05	L22	ch04.md	4.1.4	考點補丁：類別編碼（Label Encoding 與 One-Hot）	在進行資料前處理時，若使用 Label Encoding 將類別變數轉換為數字型 態，下列何者為最常見的潛在風險？
OFFICIAL-114-2-L22-Q06	L22	ch04.md	7.1.1	五種轉換與縮放方法	在進行資料分析時，會遇到類別型（Categorical）與數值型 （Numerical） 資料格式。關於這兩種資料格式的處理，下列敘述何者不 正確？
OFFICIAL-114-2-L22-Q17	L22	ch04.md	4.1.4	考點補丁：類別編碼（Label Encoding 與 One-Hot）	某電商公司欲利用顧客行為資料建立消費預測模型，其中「會員等級」欄 位包含「一般、白金、黑卡」三種類別。若模型採用梯度提升樹 （Gradient Boosting Tree）演算法，資料科學家在進行特徵編碼時應特 別注意下列何種情況？
OFFICIAL-115-1-L22-Q11	L22	ch04.md	4.1.4	考點補丁：類別編碼（Label Encoding 與 One-Hot）	某團隊為電信公司建立用戶月租方案續約預測模型，資料集包含兩個類別特徵：  「客服 評價」共有 5 個等級（非常不滿意至非常滿意），具明確順序關係；「居住縣市」共有 22 個不同類別，類別之間無順序關係。團隊計劃分別以 Logistic Regression 與 XGBoost 訓練模型，並對上述特徵進行編碼。請問下列哪個編碼方案最適當？
OFFICIAL-115-1-L22-Q15	L22	ch04.md	4.1.6	考點補丁：從資料層面緩解過擬合	某資料工程師在建構大規模影像資料處理流程時，需要處理數千萬筆訓練影像，並發 ：訓練集準確率達 99%，但驗證集僅有 72%。 現模型出現嚴重的過度擬合（Overfitting） 在不改變模型架構的前提下，下列哪一項「資料處理層面」的調整最無法有效改善過度 擬合，甚至可能使問題惡化？
OFFICIAL-115-1-L22-Q17	L22	ch04.md	4.1.5	考點補丁：醫療時序感測資料的清理	某醫院欲建立一套加護病房（ICU）敗血症預測模型，資料來自 120 位病患之生命徵象 ，每 5 分鐘記錄一次。資料中敗血症相關樣本僅佔 3.2%，屬 （如心率、血壓、體溫等） 於高度不平衡資料。在資料檢查過程中發現數項問題，包括血氧資料會出現 10 至 30 、敗血症 分鐘的連續缺失、部分血壓感測器隨使用時間產生系統性偏高（感測器漂移） 標註時間存在約±2 小時誤差，以及不同病患之正常生命徵象基準差異甚大。請問下列 何種資料處理與建模方式最為適當？
OFFICIAL-115-1-L22-Q26	L22	ch04.md	7.1.4	考點補丁：特徵工程的分類、Box-Cox 與特徵篩選洩漏	某電商推薦系統的資料工程師在建構模型特徵時，將使用者的訂單 UNIX 時間戳記（連 、下午（12–18 時） 續數值）轉換為「早晨（6–12 時）          、夜晚（18–6 時）」三個區間類別， 以讓推薦模型更容易學習消費時段規律。在資料前處理中，這種將連續數值轉換為有 序類別的操作最精確的名稱為何？
OFFICIAL-115-1-L22-Q39	L22	ch04.md	4.2.1	考點補丁：Python 可變預設引數	在建構自動化資料清洗管線時，工程師撰寫一個用於補齊缺失欄位的 Python 函式，如 下圖所示。當此函式連續處理兩筆獨立的資料（row1 與 row2）後，請問第二筆資料 row2['tags']的內容會為何？
OFFICIAL-114-2-L22-Q07	L22	ch05.md	5.1.4	考點補丁：ACID 四性	在資料庫的 ACID 特性中，下列何者為「原子性（Atomicity）」的正確定 義？
OFFICIAL-114-2-L22-Q18	L22	ch05.md	5.1.4	考點補丁：ACID 四性	某人工智慧團隊使用分散式資料庫（Distributed Database）儲存模型訓 練資料，並在更新訓練樣本時啟用多節點交易。若其中一個節點在交易過 程中發生錯誤，但系統仍確保整體資料不會出現部分更新、最終狀態維持 一致，下列何者最能說明此現象？
OFFICIAL-114-2-L22-Q34	L22	ch05.md	5.1.5	考點補丁：知識圖譜、RDF 三元組與圖資料庫	在圖形資料庫（Graph Database）中建模社群平台資料時，若每筆「按 讚」行為都包含時間戳記（Timestamp）與裝置類型（Device Type）等資 訊。若希望同時保留使用者與貼文之間的互動關係，並能有效查詢「按 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第二科：大數據處理分析與應用
OFFICIAL-114-2-L22-Q35	L22	ch05.md	5.1.5	考點補丁：知識圖譜、RDF 三元組與圖資料庫	某企業欲建構知識圖譜（Knowledge Graph），以整合內部的研究報告、專 利資料與專家知識，並支援語意查詢與關聯推理。若希望模型能具備良好 的語意擴展性與高效推理能力，下列哪一種圖模型設計最為合適？
OFFICIAL-115-1-L22-Q13	L22	ch05.md	5.1.6	考點補丁：資料庫選型	某電商平台正在重構商品資料架構，需同時支援三個系統：商品管理後台需處理結構 ，並支援複雜條件查詢；AI 化與半結構化資料（如巢狀庫存與不同類別商品欄位差異） 推薦系統需儲存高維向量（1,536 維）並進行高效相似度搜尋（高 QPS）；即時庫存服 務則要求 ACID 且延遲低於 10ms，以避免超賣。在此情境下，哪種資料庫架構最適合？
OFFICIAL-115-1-L22-Q14	L22	ch05.md	5.1.7	考點補丁：分片、特徵商店與 Text-to-SQL	某 AI 平台的資料量已達 PB 級，單一資料庫節點已無法負荷，決定採用分片（Sharding） 策略。下列何者為 Sharding 設計的主要目的？
OFFICIAL-115-1-L22-Q31	L22	ch05.md	5.1.7	考點補丁：分片、特徵商店與 Text-to-SQL	某公司中，A 團隊負責信用評分模型，B 團隊負責詐欺偵測模型，兩團隊皆需要「使用 者過去 30 天交易行為」資料，但各自會進行特徵工程與後續工作。以公司整體管理角 度，下列何者為導入統一管理與共用特徵的主要目的？
OFFICIAL-115-1-L22-Q36	L22	ch05.md	5.1.7	考點補丁：分片、特徵商店與 Text-to-SQL	某 AI 系統架構師正在為一個電子商務資料湖（Data Lake）設計系統。該資料湖儲存數 百億筆使用者點擊紀錄，並作為企業主要的分析資料來源。系統需讓非技術背景的行 銷人員能以自然語言查詢數據洞察（如：上個月台北市購買 3C 產品的女性轉換率為 ，同時滿足高精確性、可擴展性，支援資料庫層級的權限控管與查詢審計，並確 何？） 保查詢結果可由資料庫引擎精確執行。在此情境下，下列何者為最適合的系統架構？
OFFICIAL-114-2-L22-Q11	L22	ch06.md	6.1.8	考點補丁：物聯網資料管線	若一家公司需即時監控大量物聯網裝置的異常行為，下列哪一種組合最適 合此應用？
OFFICIAL-114-2-L22-Q19	L22	ch06.md	6.1.8	考點補丁：物聯網資料管線	某製造企業導入上萬台物聯網（IoT）感測器以進行設備健康監測。系統 需在毫秒級回應異常事件，並同時將完整資料保留於雲端供後續 AI 模型 訓練與分析。若企業希望兼顧即時性、資料完整性與可擴展性，下列哪一 種資料流程設計最符合此目標？
OFFICIAL-114-2-L22-Q40	L22	ch06.md	8.1.7	考點補丁：公告試題考過的延伸考點	請參考附圖，下列虛擬程式碼（pseudocode）最可能是在描述何種驗證 法？
OFFICIAL-114-2-L22-Q41	L22	ch06.md	8.1.7	考點補丁：公告試題考過的延伸考點	請參考附圖，下列虛擬程式碼（pseudocode）最可能是在描述何種演算 法？
OFFICIAL-114-2-L22-Q42	L22	ch06.md	2.1.6	考點補丁：scipy.stats 的 pmf／pdf／cdf／sf	考慮某生產線每小時出現瑕疵品的個數符合卜瓦松分佈（Poisson Distribution），已知平均每小時產生 5 個瑕疵品，附圖程式碼展示資料 處理，請問下列敘述何者正確？
OFFICIAL-114-2-L22-Q43	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	分析師在載入資料後，檢視 Year 欄位的資料型態，發現它是 float64， 而非一般年份常用的整數。他想了解這樣的情形為什麼會發生。請問下列 哪些原因可能導致這種狀況？
OFFICIAL-114-2-L22-Q44	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	研究團隊接下來想要將 Year 欄位轉換為整數型態，以便後續進行年份趨 勢分析。考慮到資料中可能包含缺失值（NaN），請選出最合適的轉換方 式。
OFFICIAL-114-2-L22-Q45	L22	ch06.md	9.2.1	考點補丁：pandas 與 seaborn 繪圖語法	為了觀察各遊戲平台的市場表現，分析師想要統計每個平台的全球銷售總 額，並以長條圖呈現。請選出最能正確實現此分析的程式碼。
OFFICIAL-114-2-L22-Q46	L22	ch06.md	9.2.1	考點補丁：pandas 與 seaborn 繪圖語法	團隊希望比較北美、歐洲、日本及其他地區的整體銷售比例，並使用 seaborn 套件以長條圖的形式進行可視化分析。請選出能正確顯示這些地 區銷售總額比例的程式碼。
OFFICIAL-114-2-L22-Q47	L22	ch06.md	9.2.1	考點補丁：pandas 與 seaborn 繪圖語法	研究團隊想要知道在北美地區（NA）銷售成績最好的遊戲前五名，並希望 以 seaborn 的條狀圖呈現結果。請選出能正確完成這項分析的程式碼。
OFFICIAL-114-2-L22-Q49	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	參考下圖計算各變數的遺漏值(NaN)個數結果，下列何者正確？ 選項 A: df.isnull().sum() 選項 B: df.isNaN().sum() 選項 C: df.isna().sum()
OFFICIAL-114-2-L22-Q50	L22	ch06.md	6.2.2	考點補丁：scikit-learn 與 statsmodels 的建模 API	考慮資料集已經填補遺漏值，參考下圖執行結果，下列何者正確？ A：空格 1 完整語法 reg = LinearRegression().fit(y, X) B：空格 1 完整語法 reg = LinearRegression().fit(X, y) C：print(reg.coef_) 結果為包括截距項等 4 個係數值
OFFICIAL-115-1-L22-Q12	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	某資料工程師在建構 AI 訓練資料處理流程時，需要處理一個 50GB 的 CSV 檔案，其 大小遠超過系統可用記憶體。他使用 Python 的 Pandas 進行資料前處理，但直接呼叫 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第二科：大數據處理分析與應用 考試日期：115 年 05 月 23 日
OFFICIAL-115-1-L22-Q21	L22	ch06.md	6.1.6	考點補丁：近似分位數（串流摘要）	某 AI 平台的資料工程師需要在 Apache Spark 叢集上，對包含 10 億筆使用者行為紀錄 的 RDD/DataFrame 計算整體標準差（Standard Deviation） 。請問下列哪種策略在分散式 環境中最正確且有效率？
OFFICIAL-115-1-L22-Q41	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	資料分析師使用 Python 檢視 daily_earnings 欄位的基本統計量，執行以下程式碼（Pandas 2 以上版本）： 輸出結果如下： ● mean：223.411306
OFFICIAL-115-1-L22-Q45	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	若分析師想找出「總貢獻營收最高的前 3 名客戶」，下列 Pandas 程式碼何者最為精確 且高效？
OFFICIAL-115-1-L22-Q46	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	若分析師只想計算「Electronics（電子產品）」這個特定分類的平均營收，下列何者為 最佳的語法？
OFFICIAL-115-1-L22-Q47	L22	ch06.md	6.2.1	考點補丁：pandas 資料處理必考語法	分析師想將 customers 表中的 Region 欄位加入到 df 交易紀錄中，且「只保留那些在 customers 表中有對應資料的交易紀錄」。下列哪一種合併方式最正確？
OFFICIAL-115-1-L22-Q48	L22	ch06.md	7.2.1	fit、transform 與 fit_transform 的語意	在進行機器學習建模前，資料分析師需對特徵變數 X 進行標準化處理，以消除不同量 尺所造成的影響。已知使用 StandardScaler 進行資料轉換，程式碼如下：scaler = StandardScaler()。請問下列哪一種寫法可以正確完成資料標準化？
OFFICIAL-115-1-L22-Q49	L22	ch06.md	6.2.2	考點補丁：scikit-learn 與 statsmodels 的建模 API	在進行機器學習建模前，資料分析師已完成資料前處理（包含遺漏值處理與特徵標準 化），並準備建立分類模型。 已知資料流程如下：
OFFICIAL-114-2-L22-Q08	L22	ch07.md	7.1.4	考點補丁：特徵工程的分類、Box-Cox 與特徵篩選洩漏	資料科學家為分析顧客行為，利用現有欄位「銷售金額」與「瀏覽次 數」，計算出新變數「銷售金額/瀏覽次數」。此動作屬於下列哪一類特徵 工程方法？
OFFICIAL-114-2-L22-Q09	L22	ch07.md	7.1.1	五種轉換與縮放方法	在進行數值特徵的標準化（Normalization）時，若資料中存在極端值 （Outliers），下列哪一種方法最適合使用？
OFFICIAL-114-2-L22-Q29	L22	ch07.md	7.1.2	主成分分析（PCA）	某團隊在開發風險評估模型時，使用主成分分析（Principal Component Analysis, PCA）進行降維。輸入資料包含三個數值欄位：「交易金額（單 位：新台幣）」、「交易次數（次／月）」與「年齡（歲）」，其數值量級分別 約為 10⁵、10¹與 10²。分析人員直接將原始數據帶入 PCA，結果第一主成 分（PC1）幾乎完全由「交易金額」主導。下列哪一項作法或判斷最合 理？
OFFICIAL-114-2-L22-Q30	L22	ch07.md	1.1.4	相關係數	某行銷團隊想了解「廣告預算」與「銷售金額」之間的關聯程度。經繪製 散佈圖後發現兩者呈現明顯線性趨勢，且資料中無明顯離群值 （Outliers）。若希望衡量兩者之間線性關係的強度與方向，下列哪一種 方法最適合？
OFFICIAL-114-2-L22-Q33	L22	ch07.md	8.1.7	考點補丁：公告試題考過的延伸考點	某金融機構的量化分析師在建立資產風險評估模型時，發現報酬率資料分 佈明顯非對稱，且出現多次極端損失事件，使得傳統假設常態分佈的模型 無法準確反映真實風險。若希望在不依賴常態分佈假設的前提下，採取更 能捕捉資料極端情況的建模策略，下列哪一種方法最為合適？
OFFICIAL-114-2-L22-Q36	L22	ch07.md	7.1.4	考點補丁：特徵工程的分類、Box-Cox 與特徵篩選洩漏	某研究人員欲使用線性迴歸模型（Linear Regression Model）分析變數 Y 與 X 之間的關係，但發現 Y 的分佈明顯右偏，且其變異數隨 X 的增大而 增加。為滿足模型假設並提升配適效果，下列哪一種前處理方法最為合 適？
OFFICIAL-115-1-L22-Q10	L22	ch07.md	7.1.4	考點補丁：特徵工程的分類、Box-Cox 與特徵篩選洩漏	某團隊為職業籃球隊建立球員受傷風險預測模型，原始特徵 280 個。初始模型訓練集 AUC 為 0.94、測試集僅 0.68，顯示嚴重過擬合。為改善模型，團隊進行以下處理步驟： 第一步於全體資料（含測試集）上計算特徵間線性相關係數並移除高度相關特徵；第二 步依模型重要性篩選特徵後重新訓練模型。最終測試集 AUC 提升至 0.81。關於上述調 整流程，下列敘述何者最為正確？
